Station ID,Name,Data Source,Latitude,Longitude,Old Province,New Province,Old Amphure,New Amphure,Old Tambon,New Tambon,Formatted Address
1,Klong Ladprao Bang Bua Temple,HII,13.854033,100.587265,กรุงเทพมหานคร,กรุงเทพมหานคร,จตุจักร,,แขวงเสนานิคม,เสนานิคม,เสนานิคม กรุงเทพมหานคร ประเทศไทย
2,Krung Thep 8,HII,13.7613,100.616,กรุงเทพมหานคร,กรุงเทพมหานคร,บางกะปิ,,แขวงหัวหมาก,หัวหมาก,หัวหมาก แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240 ประเทศไทย
3,Krung Thep 9,HII,13.74071,100.79468,กรุงเทพมหานคร,กรุงเทพมหานคร,ลาดกระบัง,,แขวงลำปลาทิว,ลำปลาทิว,ลำปลาทิว เขตลาดกระบัง กรุงเทพมหานคร 10520 ประเทศไทย
4,Chao Phraya 15,HII,13.700287,100.492805,กรุงเทพมหานคร,กรุงเทพมหานคร,บางคอแหลม,,แขวงบางคอแหลม,บางคอแหลม,บางคอแหลม กรุงเทพมหานคร 10120 ประเทศไทย
5,Krung Thep 3,HII,13.79963,100.43866,กรุงเทพมหานคร,กรุงเทพมหานคร,ตลิ่งชัน,,แขวงตลิ่งชัน,ตลิ่งชัน,ตลิ่งชัน แขวงตลิ่งชัน เขตตลิ่งชัน กรุงเทพมหานคร 10170 ประเทศไทย
6,,HII,13.7589,100.54,กรุงเทพมหานคร,กรุงเทพมหานคร,ราชเทวี,,แขวงถนนพญาไท,ถนนพญาไท,ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย
7,Ministry of Science and Technology,HII,13.758857,100.540387,กรุงเทพมหานคร,กรุงเทพมหานคร,ราชเทวี,,แขวงถนนพญาไท,ถนนพญาไท,ถนนพญาไท เขตราชเทวี กรุงเทพมหานคร 10400 ประเทศไทย
8,Klong Ladprao Klong 2 Sai Tai,HII,13.93181,100.63951,กรุงเทพมหานคร,กรุงเทพมหานคร,สายไหม,,แขวงสายไหม,สายไหม,สายไหม แขวงสายไหม เขตสายไหม กรุงเทพมหานคร ประเทศไทย
9,,HII,13.854105,100.587494,กรุงเทพมหานคร,กรุงเทพมหานคร,จตุจักร,,แขวงเสนานิคม,เสนานิคม,เสนานิคม กรุงเทพมหานคร ประเทศไทย
10,Krung Thep 5,HII,13.6916,100.38129,กรุงเทพมหานคร,กรุงเทพมหานคร,หนองแขม,,แขวงหนองแขม,หนองแขม,หนองแขม แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160 ประเทศไทย
11,Krung Thep 1,HII,13.92243,100.63437,กรุงเทพมหานคร,กรุงเทพมหานคร,สายไหม,,แขวงสายไหม,สายไหม,สายไหม แขวงสายไหม เขตสายไหม กรุงเทพมหานคร ประเทศไทย
12,,HII,13.931777,100.639522,กรุงเทพมหานคร,กรุงเทพมหานคร,สายไหม,,แขวงสายไหม,สายไหม,สายไหม แขวงสายไหม เขตสายไหม กรุงเทพมหานคร ประเทศไทย
13,Nawamintrachinuthit Benjamarachalai School,HII,13.8903,100.6934,กรุงเทพมหานคร,กรุงเทพมหานคร,คลองสามวา,,แขวงสามวาตะวันตก,สามวาตะวันตก,สามวาตะวันตก แขวงสามวาตะวันตก เขตคลองสามวา กรุงเทพมหานคร 10510 ประเทศไทย
14,Krung Thep 4,HII,13.7956,100.33194,กรุงเทพมหานคร,กรุงเทพมหานคร,ทวีวัฒนา,,แขวงศาลาธรรมสพน์,ศาลาธรรมสพน์,ศาลาธรรมสพน์ แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพมหานคร 10170 ประเทศไทย
15,Krung Thep 11,HII,13.691816,100.866544,สมุทรปราการ,สมุทรปราการ,บางบ่อ,อำเภอบางบ่อ,ตำบลเปร็ง,เปร็ง,เปร็ง อำเภอบางบ่อ สมุทรปราการ ประเทศไทย
16,Phra Ong Chao Chiayanuchit Canal,HII,13.656908,100.866269,สมุทรปราการ,สมุทรปราการ,บางบ่อ,อำเภอบางบ่อ,ตำบลบางบ่อ,บางบ่อ,บางบ่อ อำเภอบางบ่อ สมุทรปราการ ประเทศไทย
17,Chulachomklao Fortress,HII,13.573791,100.573975,สมุทรปราการ,สมุทรปราการ,พระสมุทรเจดีย์,อำเภอพระสมุทรเจดีย์,ตำบลแหลมฟ้าผ่า,แหลมฟ้าผ่า,แหลมฟ้าผ่า อำเภอพระสมุทรเจดีย์ สมุทรปราการ ประเทศไทย
18,Laem Fa Pha,HII,13.54701,100.53758,สมุทรปราการ,สมุทรปราการ,พระสมุทรเจดีย์,อำเภอพระสมุทรเจดีย์,ตำบลแหลมฟ้าผ่า,แหลมฟ้าผ่า,แหลมฟ้าผ่า อำเภอพระสมุทรเจดีย์ สมุทรปราการ ประเทศไทย
19,Krung Thep 12,HII,13.58913,100.80249,สมุทรปราการ,สมุทรปราการ,บางเสาธง,อำเภอบางเสาธง,ตำบลบางเสาธง,บางเสาธง,บางเสาธง อำเภอบางเสาธง สมุทรปราการ ประเทศไทย
20,Sisa Chorakhe Noi,HII,13.67773,100.79448,สมุทรปราการ,สมุทรปราการ,บางเสาธง,อำเภอบางเสาธง,ตำบลศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย ตำบล ศีรษะจรเข้น้อย อำเภอบางเสาธง สมุทรปราการ 10540 ประเทศไทย
21,Sri Varee Noi Temple,HII,13.66943,100.80058,สมุทรปราการ,สมุทรปราการ,บางเสาธง,อำเภอบางเสาธง,ตำบลศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย,ศีรษะจรเข้น้อย ตำบล ศีรษะจรเข้น้อย อำเภอบางเสาธง สมุทรปราการ 10540 ประเทศไทย
22,Nanthawan Village,HII,13.82286,100.437,นนทบุรี,นนทบุรี,บางกรวย,อำเภอบางกรวย,ตำบลบางขุนกอง,บางขุนกอง,บางขุนกอง อำเภอบางกรวย นนทบุรี 11130 ประเทศไทย
24,Phra Pimol Sai Noi,HII,13.97401,100.31902,นนทบุรี,นนทบุรี,ไทรน้อย,อำเภอไทรน้อย,ตำบลไทรน้อย,ไทรน้อย,ไทรน้อย ตำบลไทรน้อย อำเภอไทรน้อย นนทบุรี 11150 ประเทศไทย
25,Rajniyom,HII,14.10388,100.3221,นนทบุรี,นนทบุรี,ไทรน้อย,อำเภอไทรน้อย,ตำบลราษฎร์นิยม,ราษฎร์นิยม,ราษฎร์นิยม อำเภอไทรน้อย นนทบุรี ประเทศไทย
26,Chao Phraya 14,HII,13.947525,100.535034,ปทุมธานี,ปทุมธานี,เมืองปทุมธานี,อำเภอเมืองปทุมธานี,ตำบลบางขะแยง,บางขะแยง,บางขะแยง อำเภอเมืองปทุมธานี ปทุมธานี 12000 ประเทศไทย
27,Krung Thep 2,HII,13.96562,100.60259,ปทุมธานี,ปทุมธานี,เมืองปทุมธานี,อำเภอเมืองปทุมธานี,ตำบลหลักหก,หลักหก,หลักหก อำเภอเมืองปทุมธานี ปทุมธานี ประเทศไทย
28,Rangsit Khlong 7,HII,14.1911,100.75422,ปทุมธานี,ปทุมธานี,คลองหลวง,อำเภอคลองหลวง,ตำบลคลองเจ็ด,คลองเจ็ด,คลองเจ็ด ตำบล คลองเจ็ด อำเภอคลองหลวง ปทุมธานี ประเทศไทย
29,Rabibadhana West Section,HII,14.206145,100.744804,ปทุมธานี,ปทุมธานี,คลองหลวง,อำเภอคลองหลวง,ตำบลคลองเจ็ด,คลองเจ็ด,คลองเจ็ด ตำบล คลองเจ็ด อำเภอคลองหลวง ปทุมธานี ประเทศไทย
31,Future Park Rangsit,HII,13.986156,100.62624,ปทุมธานี,ปทุมธานี,ธัญบุรี,อำเภอธัญบุรี,ตำบลประชาธิปัตย์,ประชาธิปัตย์,ประชาธิปัตย์ ตำบล ประชาธิปัตย์ อำเภอธัญบุรี ปทุมธานี ประเทศไทย
34,Khlong 13 Bridge,HII,14.076805,100.89407,ปทุมธานี,ปทุมธานี,ธัญบุรี,อำเภอธัญบุรี,ตำบลบึงน้ำรักษ์,บึงน้ำรักษ์,บึงน้ำรักษ์ ตำบล บึงน้ำรักษ์ อำเภอธัญบุรี ปทุมธานี ประเทศไทย
35,Ban Noi Sawang,HII,14.16511,100.77863,ปทุมธานี,ปทุมธานี,หนองเสือ,อำเภอ หนองเสือ,ตำบลบึงชำอ้อ,บึงชำอ้อ,บึงชำอ้อ อำเภอ หนองเสือ ปทุมธานี 12170 ประเทศไทย
36,Rabibadhana Nong Suea,HII,14.22058,100.8917,ปทุมธานี,ปทุมธานี,หนองเสือ,อำเภอ หนองเสือ,ตำบลศาลาครุ,ศาลาครุ,ศาลาครุ อำเภอ หนองเสือ ปทุมธานี ประเทศไทย
37,Lam Luk Ka Klong8,HII,13.94162,100.77497,ปทุมธานี,ปทุมธานี,ลำลูกกา,อำเภอลำลูกกา,ตำบลลำลูกกา,ลำลูกกา,ลำลูกกา อำเภอลำลูกกา ปทุมธานี 12150 ประเทศไทย
38,,HII,13.9609,100.895,ปทุมธานี,ปทุมธานี,ลำลูกกา,อำเภอลำลูกกา,ตำบลพืชอุดม,พืชอุดม,พืชอุดม อำเภอลำลูกกา ปทุมธานี ประเทศไทย
39,Chao Phraya 11,HII,14.36914,100.5286,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,พระนครศรีอยุธยา,อำเภอ พระนครศรีอยุธยา,ตำบลบ้านป้อม,บ้านป้อม,บ้านป้อม อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา ประเทศไทย
40,Pa Sak 8,HII,14.56018,100.7199,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ท่าเรือ,อำเภอ ท่าเรือ,ตำบลท่าเรือ,ท่าเรือ,ท่าเรือ อำเภอ ท่าเรือ จังหวัดพระนครศรีอยุธยา ประเทศไทย
43,Nong Khanak,HII,14.51421,100.73521,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ท่าเรือ,อำเภอ ท่าเรือ,ตำบลหนองขนาก,หนองขนาก,หนองขนาก อำเภอ ท่าเรือ จังหวัดพระนครศรีอยุธยา ประเทศไทย
44,Pa Sak 9,HII,14.40269,100.58636,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,นครหลวง,อำเภอนครหลวง,ตำบลบ่อโพง,บ่อโพง,บ่อโพง อำเภอนครหลวง จังหวัดพระนครศรีอยุธยา ประเทศไทย
45,Bang Sai,HII,14.21267,100.4981,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางไทร,อำเภอบางไทร,ตำบลบางไทร,บางไทร,บางไทร อำเภอบางไทร จังหวัดพระนครศรีอยุธยา 13190 ประเทศไทย
46,Chao Phraya 13,HII,14.11822,100.53533,ปทุมธานี,ปทุมธานี,สามโคก,อำเภอสามโคก,ตำบลท้ายเกาะ,ท้ายเกาะ,ท้ายเกาะ อำเภอสามโคก ปทุมธานี 12160 ประเทศไทย
47,Chao Phraya 10,HII,14.42307,100.48184,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางบาล,อำเภอ บางบาล,ตำบลบางบาล,บางบาล,บางบาล อำเภอ บางบาล จังหวัดพระนครศรีอยุธยา 13250 ประเทศไทย
48,Chao Phraya 9,HII,14.41584,100.44073,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางบาล,อำเภอ บางบาล,ตำบลบางหลวงโดด,บางหลวงโดด,บางหลวงโดด อำเภอ บางบาล จังหวัดพระนครศรีอยุธยา 13250 ประเทศไทย
49,Chao Phraya 12,HII,14.3045,100.56649,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางปะอิน,อำเภอบางปะอิน,ตำบลขนอนหลวง,ขนอนหลวง,ขนอนหลวง อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา ประเทศไทย
50,Lop Buri 1,HII,14.42734,100.55606,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,บางปะหัน,อำเภอบางปะหัน,ตำบลขยาย,ขยาย,ขยาย อำเภอบางปะหัน จังหวัดพระนครศรีอยุธยา ประเทศไทย
51,Lat Chit,HII,14.44144,100.35566,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ผักไห่,อำเภอ ผักไห่,ตำบลตาลาน,ตาลาน,ตาลาน อำเภอ ผักไห่ จังหวัดพระนครศรีอยุธยา 13120 ประเทศไทย
54,Chao Phraya 16,HII,14.16481,100.30724,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,ลาดบัวหลวง,อำเภอลาดบัวหลวง,ตำบลลาดบัวหลวง,ลาดบัวหลวง,ลาดบัวหลวง อำเภอลาดบัวหลวง จังหวัดพระนครศรีอยุธยา ประเทศไทย
57,Sena,HII,14.31973,100.37952,พระนครศรีอยุธยา,จังหวัดพระนครศรีอยุธยา,เสนา,อำเภอเสนา,ตำบลเจ้าเสด็จ,เจ้าเสด็จ,เจ้าเสด็จ ตำบล เจ้าเสด็จ อำเภอเสนา จังหวัดพระนครศรีอยุธยา 13110 ประเทศไทย
58,Chao Phraya 8,HII,14.5765,100.44847,อ่างทอง,อ่างทอง,เมืองอ่างทอง,อำเภอเมืองอ่างทอง,ตำบลบางแก้ว,บางแก้ว,บางแก้ว อำเภอเมืองอ่างทอง อ่างทอง 14000 ประเทศไทย
59,Ban Phran,HII,14.70215,100.2982,อ่างทอง,อ่างทอง,แสวงหา,อำเภอ แสวงหา,ตำบลบ้านพราน,บ้านพราน,บ้านพราน อำเภอ แสวงหา อ่างทอง ประเทศไทย
60,Khok Tum,HII,14.81264,100.78994,ลพบุรี,ลพบุรี,เมืองลพบุรี,อำเภอเมืองลพบุรี,ตำบลโคกตูม,โคกตูม,โคกตูม อำเภอเมืองลพบุรี ลพบุรี ประเทศไทย
61,Lop Buri 2,HII,14.7605,100.5996,ลพบุรี,ลพบุรี,เมืองลพบุรี,อำเภอเมืองลพบุรี,ตำบลโพธิ์เก้าต้น,โพธิ์เก้าต้น,โพธิ์เก้าต้น อำเภอเมืองลพบุรี ลพบุรี 15000 ประเทศไทย
62,Tha Manao,HII,15.19935,101.16389,ลพบุรี,ลพบุรี,ชัยบาดาล,อำเภอชัยบาดาล,ตำบลท่ามะนาว,ท่ามะนาว,ท่ามะนาว อำเภอชัยบาดาล ลพบุรี 15130 ประเทศไทย
63,Pa Sak 5,HII,15.263769,101.19251,ลพบุรี,ลพบุรี,ชัยบาดาล,อำเภอชัยบาดาล,ตำบลบัวชุม,บัวชุม,บัวชุม อำเภอชัยบาดาล ลพบุรี 15130 ประเทศไทย
64,Nong Makha,HII,15.432151,100.924484,ลพบุรี,ลพบุรี,โคกเจริญ,อำเภอ โคกเจริญ,ตำบลหนองมะค่า,หนองมะค่า,หนองมะค่า อำเภอ โคกเจริญ ลพบุรี ประเทศไทย
65,Phra Bot,HII,15.18492,100.68127,ลพบุรี,ลพบุรี,หนองม่วง,อำเภอ หนองม่วง,ตำบลชอนสารเดช,ชอนสารเดช,ชอนสารเดช อำเภอ หนองม่วง ลพบุรี ประเทศไทย
68,Chao Phraya 7,HII,14.7909,100.45184,สิงห์บุรี,สิงห์บุรี,พรหมบุรี,อำเภอพรหมบุรี,ตำบลบางน้ำเชี่ยว,บางน้ำเชี่ยว,บางน้ำเชี่ยว อำเภอพรหมบุรี สิงห์บุรี 16120 ประเทศไทย
71,Chao Phraya 6,HII,15.00598,100.33089,สิงห์บุรี,สิงห์บุรี,อินทร์บุรี,อำเภออินทร์บุรี,ตำบลอินทร์บุรี,อินทร์บุรี,อินทร์บุรี อำเภออินทร์บุรี สิงห์บุรี 16110 ประเทศไทย
72,Pho Chai,HII,14.99717,100.42361,สิงห์บุรี,สิงห์บุรี,อินทร์บุรี,อำเภออินทร์บุรี,ตำบลโพธิ์ชัย,โพธิ์ชัย,โพธิ์ชัย อำเภออินทร์บุรี สิงห์บุรี ประเทศไทย
75,Ban Kluay,HII,15.172911,100.14591,ชัยนาท,ชัยนาท,เมืองชัยนาท,อำเภอเมืองชัยนาท,ตำบลบ้านกล้วย,บ้านกล้วย,บ้านกล้วย อำเภอเมืองชัยนาท ชัยนาท ประเทศไทย
79,Tha Chin 1,HII,15.22497,100.07823,ชัยนาท,ชัยนาท,เมืองชัยนาท,อำเภอเมืองชัยนาท,ตำบลหาดท่าเสา,หาดท่าเสา,หาดท่าเสา อำเภอเมืองชัยนาท ชัยนาท ประเทศไทย
80,Chao Phraya 4,HII,15.25031,100.08348,ชัยนาท,ชัยนาท,เมืองชัยนาท,อำเภอเมืองชัยนาท,ตำบลธรรมามูล,ธรรมามูล,ธรรมามูล อำเภอเมืองชัยนาท ชัยนาท ประเทศไทย
81,Khung Sam Phao,HII,15.30999,100.08174,ชัยนาท,ชัยนาท,มโนรมย์,อำเภอมโนรมย์,ตำบลคุ้งสำเภา,คุ้งสำเภา,คุ้งสำเภา อำเภอมโนรมย์ ชัยนาท ประเทศไทย
83,Chao Phraya 3,HII,15.32773,100.10913,ชัยนาท,ชัยนาท,มโนรมย์,อำเภอมโนรมย์,ตำบลวัดโคก,วัดโคก,วัดโคก อำเภอมโนรมย์ ชัยนาท ประเทศไทย
87,Wat Sing,HII,15.25834,100.04497,ชัยนาท,ชัยนาท,วัดสิงห์,อำเภอ วัดสิงห์,ตำบลวัดสิงห์,วัดสิงห์,วัดสิงห์ อำเภอ วัดสิงห์ ชัยนาท 17120 ประเทศไทย
88,Sapphaya,HII,15.13219,100.25129,ชัยนาท,ชัยนาท,สรรพยา,อำเภอสรรพยา,ตำบลสรรพยา,สรรพยา,สรรพยา อำเภอสรรพยา ชัยนาท ประเทศไทย
89,Chao Phraya 5,HII,15.10905,100.26788,ชัยนาท,ชัยนาท,สรรพยา,อำเภอสรรพยา,ตำบลโพนางดำตก,โพนางดำตก,โพนางดำตก อำเภอสรรพยา ชัยนาท ประเทศไทย
90,Agri. Economics Office 7,HII,15.15972,100.19239,ชัยนาท,ชัยนาท,สรรพยา,อำเภอสรรพยา,ตำบลบางหลวง,บางหลวง,บางหลวง อำเภอสรรพยา ชัยนาท 17150 ประเทศไทย
91,Phraek Si Racha,HII,15.049838,100.15741,ชัยนาท,ชัยนาท,สรรคบุรี,อำเภอ สรรคบุรี,ตำบลแพรกศรีราชา,แพรกศรีราชา,แพรกศรีราชา อำเภอ สรรคบุรี ชัยนาท ประเทศไทย
92,Tha Chin 2,HII,15.064083,100.16288,ชัยนาท,ชัยนาท,สรรคบุรี,อำเภอ สรรคบุรี,ตำบลเที่ยงแท้,เที่ยงแท้,เที่ยงแท้ อำเภอ สรรคบุรี ชัยนาท 17140 ประเทศไทย
93,Hankha,HII,14.96966,100.01041,ชัยนาท,ชัยนาท,หันคา,อำเภอ หันคา,ตำบลหันคา,หันคา,หันคา อำเภอ หันคา ชัยนาท 17130 ประเทศไทย
96,,HII,14.5577,100.924,สระบุรี,สระบุรี,เมืองสระบุรี,อำเภอเมืองสระบุรี,ตำบลปากเพรียว,ปากเพรียว,ปากเพรียว อำเภอเมืองสระบุรี สระบุรี 18000 ประเทศไทย
97,Thap Kwang,HII,14.60883,101.07647,สระบุรี,สระบุรี,แก่งคอย,อำเภอแก่งคอย,ตำบลทับกวาง,ทับกวาง,ทับกวาง อำเภอแก่งคอย สระบุรี ประเทศไทย
98,Srisaowapak Gate,HII,14.331209,100.875924,สระบุรี,สระบุรี,หนองแค,อำเภอหนองแค,ตำบลหนองแค,หนองแค,หนองแค อำเภอหนองแค สระบุรี 18140 ประเทศไทย
101,Upper Srisaowapak Gate,HII,14.331209,100.875924,สระบุรี,สระบุรี,หนองแค,อำเภอหนองแค,ตำบลหนองแค,หนองแค,หนองแค อำเภอหนองแค สระบุรี 18140 ประเทศไทย
102,,HII,14.3001,100.942,สระบุรี,สระบุรี,วิหารแดง,อำเภอวิหารแดง,ตำบลหนองหมู,หนองหมู,หนองหมู อำเภอวิหารแดง สระบุรี ประเทศไทย
103,Maenam Nai,HII,14.30164,100.94519,สระบุรี,สระบุรี,วิหารแดง,อำเภอวิหารแดง,ตำบลหนองหมู,หนองหมู,หนองหมู อำเภอวิหารแดง สระบุรี ประเทศไทย
104,Charoentham,HII,14.378126,101.00022,สระบุรี,สระบุรี,วิหารแดง,อำเภอวิหารแดง,ตำบลเจริญธรรม,เจริญธรรม,เจริญธรรม อำเภอวิหารแดง สระบุรี 18150 ประเทศไทย
105,,HII,14.3782,101.001,สระบุรี,สระบุรี,วิหารแดง,อำเภอวิหารแดง,ตำบลเจริญธรรม,เจริญธรรม,เจริญธรรม อำเภอวิหารแดง สระบุรี 18150 ประเทศไทย
106,Wang Muang,HII,14.84867,101.14548,สระบุรี,สระบุรี,วังม่วง,อำเภอ วังม่วง,ตำบลวังม่วง,วังม่วง,วังม่วง อำเภอ วังม่วง สระบุรี ประเทศไทย
107,Pa Sak 6,HII,14.740909,101.05967,สระบุรี,สระบุรี,วังม่วง,อำเภอ วังม่วง,ตำบลแสลงพัน,แสลงพัน,แสลงพัน อำเภอ วังม่วง สระบุรี ประเทศไทย
108,Nong Bon Daeng,HII,13.350206,101.15713,ชลบุรี,ชลบุรี,บ้านบึง,อำเภอบ้านบึง,ตำบลหนองบอนแดง,หนองบอนแดง,หนองบอนแดง อำเภอบ้านบึง ชลบุรี ประเทศไทย
109,Bo Win,HII,13.055024,101.097885,ชลบุรี,ชลบุรี,ศรีราชา,อำเภอศรีราชา,ตำบลบ่อวิน,บ่อวิน,บ่อวิน อำเภอศรีราชา ชลบุรี ประเทศไทย
110,Phlu Ta Luang,HII,12.698613,100.97624,ชลบุรี,ชลบุรี,เมืองชลบุรี,อำเภอสัตหีบ,ตำบลพลูตาหลวง,พลูตาหลวง,พลูตาหลวง อำเภอสัตหีบ ชลบุรี ประเทศไทย
111,Bo Thong,HII,13.241681,101.48823,ชลบุรี,ชลบุรี,บ่อทอง,อำเภอบ่อทอง,ตำบลบ่อทอง,บ่อทอง,บ่อทอง อำเภอบ่อทอง ชลบุรี 20270 ประเทศไทย
112,Ban Laeng,HII,12.700219,101.33472,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอเมืองระยอง,ตำบลบ้านแลง,บ้านแลง,บ้านแลง อำเภอเมืองระยอง ระยอง 21000 ประเทศไทย
113,Thap Ma,HII,12.73787,101.22844,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอเมืองระยอง,ตำบลทับมา,ทับมา,ทับมา อำเภอเมืองระยอง ระยอง ประเทศไทย
114,Ban Na,HII,12.826831,101.66964,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอแกลง,ตำบลบ้านนา,บ้านนา,บ้านนา อำเภอแกลง ระยอง 21110 ประเทศไทย
115,Mueang Klaeng,HII,12.803011,101.65024,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอแกลง,ตำบลทางเกวียน,ทางเกวียน,ทางเกวียน อำเภอแกลง ระยอง 21110 ประเทศไทย
116,Prasae Communuty,HII,12.71646,101.704124,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอแกลง,ตำบลปากน้ำกระแส,ปากน้ำกระแส,ปากน้ำกระแส อำเภอแกลง ระยอง ประเทศไทย
117,Ban Khai,HII,12.706833,101.30044,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอบ้านค่าย,ตำบลตาขัน,ตาขัน,ตาขัน อำเภอบ้านค่าย ระยอง ประเทศไทย
118,Nong Bua,HII,12.849172,101.301285,ชลบุรี,ระยอง,เมืองชลบุรี,อำเภอบ้านค่าย,ตำบลหนองบัว,หนองบัว,หนองบัว อำเภอบ้านค่าย ระยอง ประเทศไทย
119,Nong Rai,HII,13.001939,101.356445,ระยอง,ระยอง,ปลวกแดง,อำเภอปลวกแดง,ตำบลหนองไร่,หนองไร่,หนองไร่ อำเภอปลวกแดง ระยอง ประเทศไทย
120,Chanthaburi 1,HII,12.613584,102.11407,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอเมืองจันทบุรี,ตำบลวัดใหม่,วัดใหม่,วัดใหม่ อำเภอเมืองจันทบุรี จันทบุรี 22000 ประเทศไทย
121,Thep Nimit,HII,13.040216,102.44956,จันทบุรี,จันทบุรี,โป่งน้ำร้อน,อำเภอโป่งน้ำร้อน,ตำบลเทพนิมิต,เทพนิมิต,เทพนิมิต อำเภอโป่งน้ำร้อน จันทบุรี ประเทศไทย
122,Pong Nam Ron,HII,12.905145,102.26649,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอโป่งน้ำร้อน,ตำบลทับไทร,ทับไทร,ทับไทร อำเภอโป่งน้ำร้อน จันทบุรี ประเทศไทย
123,Pong Nam Ron,HII,13.036519,102.38153,จันทบุรี,จันทบุรี,โป่งน้ำร้อน,อำเภอโป่งน้ำร้อน,ตำบลหนองตาคง,หนองตาคง,หนองตาคง อำเภอโป่งน้ำร้อน จันทบุรี ประเทศไทย
124,Patthawi,HII,12.74263,102.23264,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอ มะขาม,ตำบลปัถวี,ปัถวี,ปัถวี อำเภอ มะขาม จันทบุรี ประเทศไทย
125,Phlio,HII,12.49996,102.14759,ประจวบคีรีขันธ์,จันทบุรี,เมืองประจวบคีรีขันธ์,อำเภอ แหลมสิงห์,ตำบลพลิ้ว,พลิ้ว,พลิ้ว อำเภอ แหลมสิงห์ จันทบุรี ประเทศไทย
126,Thap Chang,HII,13.234541,102.187355,จันทบุรี,จันทบุรี,สอยดาว,อำเภอ สอยดาว,ตำบลทับช้าง,ทับช้าง,ทับช้าง อำเภอ สอยดาว จันทบุรี ประเทศไทย
127,Saton,HII,13.142335,102.30371,จันทบุรี,จันทบุรี,สอยดาว,อำเภอ สอยดาว,ตำบลสะตอน,สะตอน,สะตอน อำเภอ สอยดาว จันทบุรี 22180 ประเทศไทย
128,Kaeng Hang Maeo,HII,12.986792,101.89965,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอแก่งหางแมว,ตำบลแก่งหางแมว,แก่งหางแมว,แก่งหางแมว อำเภอแก่งหางแมว จันทบุรี 22160 ประเทศไทย
129,Khum Song,HII,13.074,101.937584,จันทบุรี,จันทบุรี,แก่งหางแมว,อำเภอแก่งหางแมว,ตำบลขุนซ่อง,ขุนซ่อง,ขุนซ่อง อำเภอแก่งหางแมว จันทบุรี 22160 ประเทศไทย
130,Na Yai Am,HII,12.770775,101.85303,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอนายายอาม,ตำบลนายายอาม,นายายอาม,นายายอาม ตำบล นายายอาม อำเภอนายายอาม จันทบุรี ประเทศไทย
131,Na Yai Am,HII,12.722445,101.95603,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอนายายอาม,ตำบลวังโตนด,วังโตนด,วังโตนด อำเภอนายายอาม จันทบุรี 22170 ประเทศไทย
132,Khao Khitchakut,HII,12.793924,102.11266,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอ เขาคิชฌกูฏ,ตำบลพลวง,พลวง,พลวง อำเภอ เขาคิชฌกูฏ จันทบุรี ประเทศไทย
133,Takhian Thong,HII,12.913094,102.08153,ชลบุรี,จันทบุรี,เมืองชลบุรี,อำเภอ เขาคิชฌกูฏ,ตำบลตะเคียนทอง,ตะเคียนทอง,ตะเคียนทอง อำเภอ เขาคิชฌกูฏ จันทบุรี 22210 ประเทศไทย
134,Trat 4,HII,12.238075,102.50981,ประจวบคีรีขันธ์,ตราด,เมืองประจวบคีรีขันธ์,อำเภอเมืองตราด,ตำบลหนองเสม็ด,หนองเสม็ด,หนองเสม็ด อำเภอเมืองตราด ตราด 23000 ประเทศไทย
