Station ID,Name,Data Source,Latitude,Longitude,Old Province,New Province,Old Amphure,New Amphure,Old Tambon,New Tambon,Formatted Address
408,Nam Thiang,HII,16.543028,104.40855,มุกดาหาร,มุกดาหาร,คำชะอี,อำเภอ คำชะอี,ตำบลน้ำเที่ยง,น้ำเที่ยง,น้ำเที่ยง อำเภอ คำชะอี มุกดาหาร 49110 ประเทศไทย
409,Chang Phueak,HII,18.810118,98.97011,เชียงใหม่,เชียงใหม่,เมืองเชียงใหม่,อำเภอเมืองเชียงใหม่,ตำบลช้างเผือก,ช้างเผือก,ช้างเผือก อำเภอเมืองเชียงใหม่ เชียงใหม่ ประเทศไทย
410,Ban Luang,HII,18.490335,98.67418,เชียงใหม่,เชียงใหม่,จอมทอง,อำเภอจอมทอง,ตำบลบ้านหลวง,บ้านหลวง,บ้านหลวง อำเภอจอมทอง เชียงใหม่ ประเทศไทย
411,Mae Had Communuty,HII,18.460037,98.65093,เชียงใหม่,เชียงใหม่,จอมทอง,อำเภอจอมทอง,ตำบลบ้านหลวง,บ้านหลวง,บ้านหลวง อำเภอจอมทอง เชียงใหม่ ประเทศไทย
412,Chiang Mai 6,HII,18.423248,98.69815,เชียงใหม่,เชียงใหม่,จอมทอง,อำเภอจอมทอง,ตำบลข่วงเปา,ข่วงเปา,ข่วงเปา อำเภอจอมทอง เชียงใหม่ 50160 ประเทศไทย
413,Chang Khoeng,HII,18.506681,98.35237,เชียงใหม่,เชียงใหม่,แม่แจ่ม,อำเภอแม่แจ่ม,ตำบลช่างเคิ่ง,ช่างเคิ่ง,ช่างเคิ่ง อำเภอแม่แจ่ม เชียงใหม่ 50270 ประเทศไทย
414,Chiang Mai 4,HII,19.367287,98.96888,เชียงใหม่,เชียงใหม่,เชียงดาว,อำเภอเชียงดาว,ตำบลเชียงดาว,เชียงดาว,เชียงดาว อำเภอเชียงดาว เชียงใหม่ 50170 ประเทศไทย
415,Mae Na,HII,19.341248,98.96132,เชียงใหม่,เชียงใหม่,เชียงดาว,อำเภอเชียงดาว,ตำบลเชียงดาว,เชียงดาว,เชียงดาว อำเภอเชียงดาว เชียงใหม่ 50170 ประเทศไทย
416,Choeng Doi,HII,18.864765,99.13231,เชียงใหม่,เชียงใหม่,ดอยสะเก็ด,อำเภอดอยสะเก็ด,ตำบลเชิงดอย,เชิงดอย,เชิงดอย อำเภอดอยสะเก็ด เชียงใหม่ 50220 ประเทศไทย
417,Pa Sak Ngam Communuty,HII,18.992641,99.12812,เชียงใหม่,เชียงใหม่,ดอยสะเก็ด,อำเภอดอยสะเก็ด,ตำบลลวงเหนือ,ลวงเหนือ,ลวงเหนือ อำเภอดอยสะเก็ด เชียงใหม่ 50220 ประเทศไทย
418,Chiang Mai 5,HII,19.122065,98.94449,เชียงใหม่,เชียงใหม่,แม่แตง,อำเภอแม่แตง,ตำบลสันมหาพน,สันมหาพน,สันมหาพน อำเภอแม่แตง เชียงใหม่ 50150 ประเทศไทย
419,Chom Chaeng,HII,19.062576,98.94,เชียงใหม่,เชียงใหม่,แม่แตง,อำเภอแม่แตง,ตำบลขี้เหล็ก,ขี้เหล็ก,ขี้เหล็ก อำเภอแม่แตง เชียงใหม่ ประเทศไทย
420,Mae Ngad Dam,HII,19.161743,99.03971,เชียงใหม่,เชียงใหม่,แม่แตง,อำเภอแม่แตง,ตำบลบ้านเป้า,บ้านเป้า,บ้านเป้า ตำบล บ้านเป้า อำเภอแม่แตง เชียงใหม่ 50150 ประเทศไทย
421,Wiang,HII,19.940186,99.22089,เชียงใหม่,เชียงใหม่,ฝาง,อำเภอ ฝาง,ตำบลเวียง,เวียง,เวียง อำเภอ ฝาง เชียงใหม่ ประเทศไทย
422,Chiang Mai 7,HII,19.856165,99.19555,เชียงใหม่,เชียงใหม่,ฝาง,อำเภอ ฝาง,ตำบลสันทราย,สันทราย,สันทราย อำเภอ ฝาง เชียงใหม่ 50110 ประเทศไทย
423,Tha Ton,HII,20.057405,99.35831,เชียงใหม่,เชียงใหม่,แม่อาย,อำเภอ แม่อาย,ตำบลท่าตอน,ท่าตอน,ท่าตอน อำเภอ แม่อาย เชียงใหม่ ประเทศไทย
424,Chiang Mai 3,HII,20.061007,99.36204,เชียงใหม่,เชียงใหม่,แม่อาย,อำเภอ แม่อาย,ตำบลท่าตอน,ท่าตอน,ท่าตอน อำเภอ แม่อาย เชียงใหม่ ประเทศไทย
425,Ban Pong,HII,19.373657,99.1738,เชียงใหม่,เชียงใหม่,พร้าว,อำเภอพร้าว,ตำบลบ้านโป่ง,บ้านโป่ง,บ้านโป่ง อำเภอพร้าว เชียงใหม่ 50190 ประเทศไทย
426,Ban Huai Sai Communuty,HII,19.339989,99.21733,เชียงใหม่,เชียงใหม่,พร้าว,อำเภอพร้าว,ตำบลป่าตุ้ม,เขื่อนผาก,เขื่อนผาก อำเภอพร้าว เชียงใหม่ 50190 ประเทศไทย
427,Thung Satok,HII,18.573914,98.86223,เชียงใหม่,เชียงใหม่,สันป่าตอง,อำเภอสันป่าตอง,ตำบลบ้านกลาง,บ้านกลาง,บ้านกลาง อำเภอสันป่าตอง เชียงใหม่ 50120 ประเทศไทย
428,San Kamphaeng,HII,18.752064,99.127594,เชียงใหม่,เชียงใหม่,สันกำแพง,อำเภอสันกำแพง,ตำบลสันกำแพง,สันกำแพง,สันกำแพง อำเภอสันกำแพง เชียงใหม่ 50130 ประเทศไทย
429,San Na Meng,HII,18.838,99.05696,เชียงใหม่,เชียงใหม่,สันทราย,อำเภอสันทราย,ตำบลสันนาเม็ง,สันนาเม็ง,สันนาเม็ง อำเภอสันทราย เชียงใหม่ 50210 ประเทศไทย
430,Chiang Mai 1,HII,19.009766,98.95976,เชียงใหม่,เชียงใหม่,สันทราย,อำเภอสันทราย,ตำบลแม่แฝก,แม่แฝก,แม่แฝก ตำบล แม่แฝก อำเภอสันทราย เชียงใหม่ ประเทศไทย
431,Nong Khrai,HII,18.601257,98.93967,เชียงใหม่,เชียงใหม่,หางดง,อำเภอหางดง,ตำบลหนองตอง,หนองตอง,หนองตอง อำเภอหางดง เชียงใหม่ ประเทศไทย
432,Sop Mae Kha,HII,18.677917,98.97708,เชียงใหม่,เชียงใหม่,หางดง,อำเภอหางดง,ตำบลสบแม่ข่า,สบแม่ข่า,สบแม่ข่า อำเภอหางดง เชียงใหม่ ประเทศไทย
433,Ban Pong,HII,18.750305,98.88969,เชียงใหม่,เชียงใหม่,หางดง,อำเภอหางดง,ตำบลบ้านปง,บ้านปง,บ้านปง อำเภอหางดง เชียงใหม่ 50230 ประเทศไทย
434,Chiang Mai 2,HII,18.178593,98.630165,เชียงใหม่,เชียงใหม่,ฮอด,อำเภอฮอด,ตำบลหางดง,หางดง,หางดง อำเภอฮอด เชียงใหม่ 50240 ประเทศไทย
435,Hang Dong,HII,18.162048,98.60858,เชียงใหม่,เชียงใหม่,ฮอด,อำเภอฮอด,ตำบลหางดง,หางดง,หางดง อำเภอฮอด เชียงใหม่ 50240 ประเทศไทย
436,Doi Tao,HII,17.915506,98.727905,เชียงใหม่,เชียงใหม่,ดอยเต่า,อำเภอ ดอยเต่า,ตำบลดอยเต่า,ดอยเต่า,ดอยเต่า อำเภอ ดอยเต่า เชียงใหม่ 50260 ประเทศไทย
437,Omkoi,HII,17.797976,98.34149,เชียงใหม่,เชียงใหม่,อมก๋อย,อำเภออมก๋อย,ตำบลอมก๋อย,อมก๋อย,อมก๋อย อำเภออมก๋อย เชียงใหม่ ประเทศไทย
438,Piang Luang,HII,19.649279,98.63488,เชียงใหม่,เชียงใหม่,เวียงแหง,อำเภอ เวียงแหง,ตำบลเปียงหลวง,เปียงหลวง,เปียงหลวง อำเภอ เวียงแหง เชียงใหม่ ประเทศไทย
439,Chai Prakan,HII,19.742264,99.14543,เชียงใหม่,เชียงใหม่,ไชยปราการ,อำเภอ ไชยปราการ,ตำบลปงตำ,ปงตำ,ปงตำ อำเภอ ไชยปราการ เชียงใหม่ 50320 ประเทศไทย
440,Ban Kad,HII,18.603905,98.79847,เชียงใหม่,เชียงใหม่,แม่วาง,อำเภอ แม่วาง,ตำบลบ้านกาด,บ้านกาด,บ้านกาด อำเภอ แม่วาง เชียงใหม่ 50360 ประเทศไทย
441,Mae Wang,HII,18.612732,98.77528,เชียงใหม่,เชียงใหม่,แม่วาง,อำเภอ แม่วาง,ตำบลบ้านกาด,บ้านกาด,บ้านกาด อำเภอ แม่วาง เชียงใหม่ 50360 ประเทศไทย
442,Santi Suk,HII,18.528969,98.82106,เชียงใหม่,เชียงใหม่,ดอยหล่อ,อำเภอ ดอยหล่อ,ตำบลสันติสุข,สันติสุข,สันติสุข อำเภอ ดอยหล่อ เชียงใหม่ 50160 ประเทศไทย
443,Lamphun,HII,18.588911,99.01991,ลำพูน,ลำพูน,เมืองลำพูน,อำเภอเมืองลำพูน,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอเมืองลำพูน ลำพูน 51000 ประเทศไทย
444,Tha Sop Sao,HII,18.465405,99.12672,ลำพูน,ลำพูน,แม่ทา,อำเภอแม่ทา,ตำบลทาสบเส้า,ทาสบเส้า,ทาสบเส้า อำเภอแม่ทา ลำพูน ประเทศไทย
445,Ban Hong,HII,18.335297,98.818275,ลำพูน,ลำพูน,บ้านโฮ่ง,อำเภอ บ้านโฮ่ง,ตำบลบ้านโฮ่ง,บ้านโฮ่ง,บ้านโฮ่ง อำเภอ บ้านโฮ่ง ลำพูน 51130 ประเทศไทย
446,Wang Din,HII,17.802048,98.94716,ลำพูน,ลำพูน,ลี้,อำเภอลี้,ตำบลลี้,ลี้,ลี้ อำเภอลี้ ลำพูน 51110 ประเทศไทย
447,Thung Hua Chang,HII,18.003477,99.02688,ลำพูน,ลำพูน,ทุ่งหัวช้าง,อำเภอ ทุ่งหัวช้าง,ตำบลทุ่งหัวช้าง,ทุ่งหัวช้าง,ทุ่งหัวช้าง อำเภอ ทุ่งหัวช้าง ลำพูน ประเทศไทย
448,Pa Sang,HII,18.518118,98.93949,ลำพูน,ลำพูน,ป่าซาง,อำเภอ ป่าซาง,ตำบลป่าซาง,ป่าซาง,ป่าซาง อำเภอ ป่าซาง ลำพูน 51120 ประเทศไทย
449,Ban Thi,HII,18.651766,99.11653,ลำพูน,ลำพูน,บ้านธิ,อำเภอ บ้านธิ,ตำบลบ้านธิ,บ้านธิ,บ้านธิ อำเภอ บ้านธิ ลำพูน ประเทศไทย
450,,HII,18.2997,99.5112,ลำปาง,ลำปาง,เมืองลำปาง,อำเภอเมืองลำปาง,ตำบลเวียงเหนือ,เวียงเหนือ,เวียงเหนือ อำเภอเมืองลำปาง ลำปาง ประเทศไทย
451,Bo Haeo,HII,18.319452,99.4466,ลำปาง,ลำปาง,เมืองลำปาง,อำเภอเมืองลำปาง,ตำบลบ่อแฮ้ว,บ่อแฮ้ว,บ่อแฮ้ว อำเภอเมืองลำปาง ลำปาง ประเทศไทย
452,Wang 5,HII,18.34301,99.537125,ลำปาง,ลำปาง,เมืองลำปาง,อำเภอเมืองลำปาง,ตำบลต้นธงชัย,ต้นธงชัย,ต้นธงชัย อำเภอเมืองลำปาง ลำปาง ประเทศไทย
453,Mae Mo,HII,18.272924,99.65161,ลำปาง,ลำปาง,แม่เมาะ,อำเภอแม่เมาะ,ตำบลแม่เมาะ,แม่เมาะ,แม่เมาะ อำเภอแม่เมาะ ลำปาง 52220 ประเทศไทย
454,Wang 4,HII,18.159119,99.38409,ลำปาง,ลำปาง,เกาะคา,อำเภอเกาะคา,ตำบลท่าผา,ท่าผา,ท่าผา อำเภอเกาะคา ลำปาง 52130 ประเทศไทย
455,Lampang Luang,HII,18.230398,99.39123,ลำปาง,ลำปาง,เกาะคา,อำเภอเกาะคา,ตำบลลำปางหลวง,ลำปางหลวง,ลำปางหลวง อำเภอเกาะคา ลำปาง 52130 ประเทศไทย
456,Soem Ngam,HII,18.066223,99.24954,ลำปาง,ลำปาง,เสริมงาม,อำเภอ เสริมงาม,ตำบลทุ่งงาม,ทุ่งงาม,ทุ่งงาม อำเภอ เสริมงาม ลำปาง 52210 ประเทศไทย
457,,HII,18.07,99.25,ลำปาง,ลำปาง,เสริมงาม,อำเภอ เสริมงาม,ตำบลทุ่งงาม,ทุ่งงาม,ทุ่งงาม อำเภอ เสริมงาม ลำปาง 52210 ประเทศไทย
458,Ban Haeng,HII,18.76336,100.00879,ลำปาง,ลำปาง,งาว,อำเภองาว,ตำบลบ้านแหง,บ้านแหง,บ้านแหง อำเภองาว ลำปาง 52110 ประเทศไทย
459,Yom 11,HII,18.760788,99.9726,ลำปาง,ลำปาง,งาว,อำเภองาว,ตำบลหลวงเหนือ,หลวงเหนือ,หลวงเหนือ อำเภองาว ลำปาง 52110 ประเทศไทย
460,Chae Hom,HII,18.712288,99.58207,ลำปาง,ลำปาง,แจ้ห่ม,อำเภอแจ้ห่ม,ตำบลแจ้ห่ม,แจ้ห่ม,แจ้ห่ม อำเภอแจ้ห่ม ลำปาง 52120 ประเทศไทย
461,Ban Mai,HII,19.176775,99.62088,ลำปาง,ลำปาง,วังเหนือ,อำเภอ วังเหนือ,ตำบลวังเหนือ,วังเหนือ,วังเหนือ อำเภอ วังเหนือ ลำปาง 52140 ประเทศไทย
462,Mae Pa,HII,17.651798,99.26763,ลำปาง,ลำปาง,เถิน,อำเภอเถิน,ตำบลแม่ปะ,แม่ปะ,แม่ปะ อำเภอเถิน ลำปาง 52160 ประเทศไทย
463,Wang 3,HII,17.75172,99.23066,ลำปาง,ลำปาง,เถิน,อำเภอเถิน,ตำบลแม่ถอด,แม่ถอด,แม่ถอด ตำบล แม่ถอด อำเภอเถิน ลำปาง 52160 ประเทศไทย
464,Wang 2,HII,17.445276,99.12899,ลำปาง,ลำปาง,แม่พริก,อำเภอ แม่พริก,ตำบลแม่พริก,แม่พริก,แม่พริก ตำบล แม่พริก อำเภอ แม่พริก ลำปาง 52180 ประเทศไทย
465,Mae Phrik,HII,17.455318,99.118645,ลำปาง,ลำปาง,แม่พริก,อำเภอ แม่พริก,ตำบลแม่พริก,แม่พริก,แม่พริก ตำบล แม่พริก อำเภอ แม่พริก ลำปาง 52180 ประเทศไทย
466,Ban Kio,HII,18.086952,99.50411,ลำปาง,ลำปาง,แม่ทะ,อำเภอ แม่ทะ,ตำบลบ้านกิ่ว,บ้านกิ่ว,บ้านกิ่ว อำเภอ แม่ทะ ลำปาง 52150 ประเทศไทย
467,Na Yang,HII,17.909767,99.30976,ลำปาง,ลำปาง,สบปราบ,อำเภอสบปราบ,ตำบลนายาง,นายาง,นายาง อำเภอสบปราบ ลำปาง 52170 ประเทศไทย
468,Nong Lom,HII,18.336313,99.39991,ลำปาง,ลำปาง,ห้างฉัตร,อำเภอห้างฉัตร,ตำบลหนองหล่ม,หนองหล่ม,หนองหล่ม อำเภอห้างฉัตร ลำปาง ประเทศไทย
469,Mae Tan Noi Communuty,HII,18.415277,99.26473,ลำปาง,ลำปาง,ห้างฉัตร,อำเภอห้างฉัตร,ตำบลเวียงตาล,เวียงตาล,เวียงตาล อำเภอห้างฉัตร ลำปาง 52190 ประเทศไทย
470,Sob Lee Commu.,HII,18.783859,99.519195,ลำปาง,ลำปาง,เมืองปาน,อำเภอ เมืองปาน,ตำบลแจ้ซ้อน,แจ้ซ้อน,แจ้ซ้อน อำเภอ เมืองปาน ลำปาง ประเทศไทย
471,Chae Son,HII,18.816967,99.50007,ลำปาง,ลำปาง,เมืองปาน,อำเภอ เมืองปาน,ตำบลแจ้ซ้อน,แจ้ซ้อน,แจ้ซ้อน อำเภอ เมืองปาน ลำปาง ประเทศไทย
472,Nan 11,HII,17.610167,100.099396,อุตรดิตถ์,อุตรดิตถ์,เมืองอุตรดิตถ์,อำเภอเมืองอุตรดิตถ์,ตำบลท่าอิฐ,ท่าอิฐ,ท่าอิฐ อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 ประเทศไทย
473,Khung Taphao,HII,17.625319,100.123665,อุตรดิตถ์,อุตรดิตถ์,เมืองอุตรดิตถ์,อำเภอเมืองอุตรดิตถ์,ตำบลคุ้งตะเภา,คุ้งตะเภา,คุ้งตะเภา อำเภอเมืองอุตรดิตถ์ อุตรดิตถ์ 53000 ประเทศไทย
474,Tron,HII,17.48615,100.10563,อุตรดิตถ์,อุตรดิตถ์,ตรอน,อำเภอตรอน,ตำบลวังแดง,วังแดง,วังแดง อำเภอตรอน อุตรดิตถ์ ประเทศไทย
475,NAN 14,HII,17.418427,100.130745,อุตรดิตถ์,อุตรดิตถ์,ตรอน,อำเภอตรอน,ตำบลหาดสองแคว,หาดสองแคว,หาดสองแคว อำเภอตรอน อุตรดิตถ์ ประเทศไทย
476,Tha Phaek,HII,17.945648,100.63105,อุตรดิตถ์,อุตรดิตถ์,ท่าปลา,อำเภอท่าปลา,ตำบลท่าแฝก,ท่าแฝก,ท่าแฝก อำเภอท่าปลา อุตรดิตถ์ ประเทศไทย
477,Nam Pat,HII,17.725319,100.681404,อุตรดิตถ์,อุตรดิตถ์,น้ำปาด,อำเภอน้ำปาด,ตำบลแสนตอ,แสนตอ,แสนตอ อำเภอน้ำปาด อุตรดิตถ์ 53110 ประเทศไทย
478,Nan 10,HII,17.790916,100.74901,อุตรดิตถ์,อุตรดิตถ์,น้ำปาด,อำเภอน้ำปาด,ตำบลเด่นเหล็ก,เด่นเหล็ก,เด่นเหล็ก อำเภอน้ำปาด อุตรดิตถ์ 53110 ประเทศไทย
479,Huai Mun,HII,17.809143,100.93949,อุตรดิตถ์,อุตรดิตถ์,น้ำปาด,อำเภอน้ำปาด,ตำบลห้วยมุ่น,ห้วยมุ่น,ห้วยมุ่น อำเภอน้ำปาด อุตรดิตถ์ ประเทศไทย
480,Ban Khok,HII,18.021082,101.06479,อุตรดิตถ์,อุตรดิตถ์,บ้านโคก,อำเภอ บ้านโคก,ตำบลบ้านโคก,บ้านโคก,บ้านโคก อำเภอ บ้านโคก อุตรดิตถ์ 53180 ประเทศไทย
481,Nai Mueang,HII,17.295988,100.10073,อุตรดิตถ์,อุตรดิตถ์,พิชัย,อำเภอพิชัย,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอพิชัย อุตรดิตถ์ 53120 ประเทศไทย
482,Nan 4,HII,17.2944,100.082825,อุตรดิตถ์,อุตรดิตถ์,พิชัย,อำเภอพิชัย,ตำบลในเมือง,ในเมือง,ในเมือง อำเภอพิชัย อุตรดิตถ์ 53120 ประเทศไทย
483,Yom-Nan 3,HII,17.292522,100.07767,อุตรดิตถ์,อุตรดิตถ์,พิชัย,อำเภอพิชัย,ตำบลคอรุม,คอรุม,คอรุม อำเภอพิชัย อุตรดิตถ์ ประเทศไทย
484,,HII,17.2926,100.078,อุตรดิตถ์,อุตรดิตถ์,พิชัย,อำเภอพิชัย,ตำบลคอรุม,คอรุม,คอรุม อำเภอพิชัย อุตรดิตถ์ ประเทศไทย
485,Si Phanom Mat,HII,17.654543,100.03583,อุตรดิตถ์,อุตรดิตถ์,ลับแล,อำเภอ ลับแล,ตำบลศรีพนมมาศ,ศรีพนมมาศ,ศรีพนมมาศ อำเภอ ลับแล อุตรดิตถ์ 53130 ประเทศไทย
486,Thong Saen Khan,HII,17.467943,100.33249,อุตรดิตถ์,อุตรดิตถ์,ทองแสนขัน,อำเภอ ทองแสนขัน,ตำบลบ่อทอง,บ่อทอง,บ่อทอง อำเภอ ทองแสนขัน อุตรดิตถ์ 53230 ประเทศไทย
487,Pa Maet,HII,18.144354,100.1216,แพร่,แพร่,เมืองแพร่,อำเภอเมืองแพร่,ตำบลป่าแมต,ป่าแมต,ป่าแมต อำเภอเมืองแพร่ แพร่ 54000 ประเทศไทย
488,Cho Hae,HII,18.088806,100.21212,แพร่,แพร่,เมืองแพร่,อำเภอเมืองแพร่,ตำบลป่าแดง,ป่าแดง,ป่าแดง อำเภอเมืองแพร่ แพร่ 54000 ประเทศไทย
489,Yom 10,HII,18.133717,100.124596,แพร่,แพร่,เมืองแพร่,อำเภอเมืองแพร่,ตำบลป่าแมต,ป่าแมต,ป่าแมต อำเภอเมืองแพร่ แพร่ 54000 ประเทศไทย
490,Rong Kwang,HII,18.358826,100.33391,แพร่,แพร่,ร้องกวาง,อำเภอ ร้องกวาง,ตำบลร้องกวาง,ร้องกวาง,ร้องกวาง อำเภอ ร้องกวาง แพร่ 54140 ประเทศไทย
491,Thung Laeng,HII,17.970493,99.74663,แพร่,แพร่,ลอง,อำเภอลอง,ตำบลทุ่งแล้ง,ทุ่งแล้ง,ทุ่งแล้ง อำเภอลอง แพร่ ประเทศไทย
492,Sung Men,HII,18.062681,100.09528,แพร่,แพร่,สูงเม่น,อำเภอสูงเม่น,ตำบลสูงเม่น,สูงเม่น,สูงเม่น อำเภอสูงเม่น แพร่ 54130 ประเทศไทย
493,Yom 4,HII,18.020828,100.058784,แพร่,แพร่,เด่นชัย,อำเภอเด่นชัย,ตำบลปงป่าหวาย,ปงป่าหวาย,ปงป่าหวาย อำเภอเด่นชัย แพร่ ประเทศไทย
494,Den Chai,HII,17.983648,100.05175,แพร่,แพร่,เด่นชัย,อำเภอเด่นชัย,ตำบลเด่นชัย,เด่นชัย,เด่นชัย อำเภอเด่นชัย แพร่ 54110 ประเทศไทย
495,Haui Rai Communuty,HII,17.885775,100.041595,แพร่,แพร่,เด่นชัย,อำเภอเด่นชัย,ตำบลห้วยไร่,ห้วยไร่,ห้วยไร่ อำเภอเด่นชัย แพร่ 54110 ประเทศไทย
496,Ban Khlang,HII,18.482,100.17754,แพร่,แพร่,สอง,อำเภอสอง,ตำบลบ้านกลาง,บ้านกลาง,บ้านกลาง อำเภอสอง แพร่ 54120 ประเทศไทย
497,Wang Chin,HII,17.879326,99.61927,แพร่,แพร่,วังชิ้น,อำเภอวังชิ้น,ตำบลวังชิ้น,วังชิ้น,วังชิ้น อำเภอวังชิ้น แพร่ 54160 ประเทศไทย
498,Nong Muang Khai,HII,18.264294,100.20008,แพร่,แพร่,หนองม่วงไข่,อำเภอ หนองม่วงไข่,ตำบลหนองม่วงไข่,หนองม่วงไข่,หนองม่วงไข่ อำเภอ หนองม่วงไข่ แพร่ ประเทศไทย
499,Yom 3,HII,18.265924,100.17706,แพร่,แพร่,หนองม่วงไข่,อำเภอ หนองม่วงไข่,ตำบลหนองม่วงไข่,หนองม่วงไข่,หนองม่วงไข่ อำเภอ หนองม่วงไข่ แพร่ ประเทศไทย
500,Nan,HII,18.798994,100.73324,น่าน,น่าน,เมืองน่าน,อำเภอเมืองน่าน,ตำบลไชยสถาน,ไชยสถาน,ไชยสถาน อำเภอเมืองน่าน น่าน 55000 ประเทศไทย
501,Ban Ka Sai,HII,18.864063,100.676285,น่าน,น่าน,เมืองน่าน,อำเภอเมืองน่าน,ตำบลสะเนียน,สะเนียน,สะเนียน อำเภอเมืองน่าน น่าน ประเทศไทย
502,,HII,18.8657,100.676,น่าน,น่าน,เมืองน่าน,อำเภอเมืองน่าน,ตำบลสะเนียน,สะเนียน,สะเนียน อำเภอเมืองน่าน น่าน ประเทศไทย
503,,HII,18.8641,100.641,น่าน,น่าน,เมืองน่าน,อำเภอเมืองน่าน,ตำบลสะเนียน,สะเนียน,สะเนียน อำเภอเมืองน่าน น่าน ประเทศไทย
504,Song Kwae Bridge,HII,18.862501,100.64116,น่าน,น่าน,เมืองน่าน,อำเภอเมืองน่าน,ตำบลสะเนียน,สะเนียน,สะเนียน อำเภอเมืองน่าน น่าน ประเทศไทย
505,Mo Mueang,HII,18.678167,100.99279,น่าน,น่าน,แม่จริม,อำเภอแม่จริม,ตำบลหมอเมือง,หมอเมือง,หมอเมือง อำเภอแม่จริม น่าน 55170 ประเทศไทย
506,Pha Ka Luang,HII,18.852869,100.435036,น่าน,น่าน,บ้านหลวง,อำเภอ บ้านหลวง,ตำบลป่าคาหลวง,ป่าคาหลวง,ป่าคาหลวง อำเภอ บ้านหลวง น่าน 55190 ประเทศไทย
507,Na Noi,HII,18.328138,100.70871,น่าน,น่าน,นาน้อย,อำเภอนาน้อย,ตำบลนาน้อย,นาน้อย,นาน้อย อำเภอนาน้อย น่าน 55150 ประเทศไทย
508,Chai Watthana,HII,19.222479,100.917786,น่าน,น่าน,ปัว,อำเภอ ปัว,ตำบลไชยวัฒนา,ไชยวัฒนา,ไชยวัฒนา อำเภอ ปัว น่าน 55120 ประเทศไทย
509,Pa Kha,HII,19.070436,100.807106,น่าน,น่าน,ท่าวังผา,อำเภอ ท่าวังผา,ตำบลศรีภูมิ,ศรีภูมิ,ศรีภูมิ อำเภอ ท่าวังผา น่าน 55140 ประเทศไทย
510,Nan 1,HII,19.096132,100.80259,น่าน,น่าน,ท่าวังผา,อำเภอ ท่าวังผา,ตำบลท่าวังผา,ริม,ริม อำเภอ ท่าวังผา น่าน 55140 ประเทศไทย
511,Klang Wiang,HII,18.566214,100.73549,น่าน,น่าน,เวียงสา,อำเภอเวียงสา,ตำบลกลางเวียง,กลางเวียง,กลางเวียง อำเภอเวียงสา น่าน 55110 ประเทศไทย
512,Wieng Sa,HII,18.54995,100.76153,น่าน,น่าน,เวียงสา,อำเภอเวียงสา,ตำบลขึ่ง,ขึ่ง,ขึ่ง ตำบล ขึ่ง อำเภอเวียงสา น่าน 55110 ประเทศไทย
513,Nam Muap,HII,18.484186,100.930756,น่าน,น่าน,เวียงสา,อำเภอเวียงสา,ตำบลน้ำมวบ,น้ำมวบ,น้ำมวบ อำเภอเวียงสา น่าน 55110 ประเทศไทย
514,Ai Na Lai,HII,18.553623,100.714745,น่าน,น่าน,เวียงสา,อำเภอเวียงสา,ตำบลอ่ายนาไลย,อ่ายนาไลย,อ่ายนาไลย อำเภอเวียงสา น่าน 55110 ประเทศไทย
515,Thung Chang,HII,19.386702,100.87587,น่าน,น่าน,ทุ่งช้าง,อำเภอ ทุ่งช้าง,ตำบลทุ่งช้าง,ทุ่งช้าง,ทุ่งช้าง อำเภอ ทุ่งช้าง น่าน ประเทศไทย
516,Chiang Klang,HII,19.287544,100.85821,น่าน,น่าน,เชียงกลาง,อำเภอ เชียงกลาง,ตำบลเชียงกลาง,เชียงกลาง,เชียงกลาง อำเภอ เชียงกลาง น่าน 55160 ประเทศไทย
517,Bo Kaeo,HII,18.210493,100.66241,น่าน,น่าน,นาหมื่น,อำเภอ นาหมื่น,ตำบลบ่อแก้ว,บ่อแก้ว,บ่อแก้ว อำเภอ นาหมื่น น่าน ประเทศไทย
518,Du Phong,HII,18.911718,100.94141,น่าน,น่าน,สันติสุข,อำเภอ สันติสุข,ตำบลดู่พงษ์,ดู่พงษ์,ดู่พงษ์ อำเภอ สันติสุข น่าน ประเทศไทย
519,Bo Kluea Tai,HII,19.079876,101.15388,น่าน,น่าน,บ่อเกลือ,อำเภอ บ่อเกลือ,ตำบลบ่อเกลือใต้,บ่อเกลือใต้,บ่อเกลือใต้ อำเภอ บ่อเกลือ น่าน ประเทศไทย
520,Dong Pha Poon Temple Communuty,HII,19.073082,101.19882,น่าน,น่าน,บ่อเกลือ,อำเภอ บ่อเกลือ,ตำบลบ่อเกลือใต้,บ่อเกลือใต้,บ่อเกลือใต้ อำเภอ บ่อเกลือ น่าน ประเทศไทย
521,Na Rai Luang,HII,19.367094,100.700905,น่าน,น่าน,สองแคว,อำเภอ สองแคว,ตำบลนาไร่หลวง,นาไร่หลวง,นาไร่หลวง อำเภอ สองแคว น่าน 55160 ประเทศไทย
522,Nan 2,HII,18.859726,100.817116,น่าน,น่าน,ภูเพียง,อำเภอ ภูเพียง,ตำบลเมืองจัง,เมืองจัง,เมืองจัง ตำบล เมืองจัง อำเภอ ภูเพียง น่าน 55000 ประเทศไทย
